BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
momentum real estate,1848000,3,4.0,3640.0,"1862 84th St, Brooklyn, NY 11214, USA",40.607214,-73.9998636,unknown,multi family home,Normal,Manhattan,11214
exit all seasons,209900,1,1.0,780.0,"3845 Shore Pkwy #5h, Brooklyn, NY 11235, USA",40.586901,-73.932949,unknown,co op,Normal,Brooklyn,11235
houlihan lawrence bronxville,199900,1,1.0,925.0,"55 E 190th St Apt 3, Bronx, NY 10468, USA",40.863113,-73.8983227,unknown,co op,Normal,Bronx,10468
douglas elliman,919000,3,2.0,1565.0,"941 Newkirk Ave, Brooklyn, NY 11230, USA",40.6335949,-73.9678166,unknown,house,Normal,Manhattan,11230
ashford homes,1050000,4,4.0,3305.0,"97 Excelsior Ave, Staten Island, NY 10309, USA",40.5209862,-74.2084631,unknown,multi family home,Normal,Manhattan,10309
william raveis real estate yorktown heights,289999,1,1.0,830.0,"2550 Independence Ave #3c, Bronx, NY 10463, USA",40.8799897,-73.919862,unknown,co op,Normal,Bronx,10463
oxford property,7750000,3,2.3738608579684373,3375.0,"5622 14th Ave, Brooklyn, NY 11219, USA",40.629467,-73.994672,unknown,townhouse,Luxury,Manhattan,11219
re/max,1998000,6,3.0,3192.0,"578 Ovington Ave, Brooklyn, NY 11209, USA",40.631406,-74.0193512,unknown,multi family home,Normal,Manhattan,11209
douglas elliman,1250000,3,2.0,1281.0,"425 E 14th St d1, New York, NY 10009, USA",40.7308035,-73.9808981,unknown,condo,Normal,Manhattan,11215
apple  corp,680000,2,2.0,1058.0,"16709 Powells Cove Blvd #26, Flushing, NY 11357, USA",40.7942255,-73.7950678,unknown,condo,Normal,Queens,11357
e  corp,2098000,5,4.0,1200.0,"147-48 8th Ave, Flushing, NY 11357, USA",40.7928436,-73.8190811,unknown,house,Normal,Manhattan,11357
fillmore real estate,899000,2,2.0,1300.0,"9201 Shore Rd #507, Brooklyn, NY 11209, USA",40.620502,-74.0396973,unknown,co op,Normal,Brooklyn,11209
flat rate of queens ltd,169000,1,1.0,850.0,"16520 Highland Ave Apt 105, Jamaica, NY 11432, USA",40.7106599,-73.7986899,unknown,co op,Normal,Queens,11432
douglas elliman,1499000,5,2.0,2280.0,"18 Covert St., Brooklyn, NY 11207, USA",40.6852121,-73.9131299,unknown,multi family home,Normal,Manhattan,11207
compass,395000,3,2.3738608579684373,381.0,"192 Water St STE C, Brooklyn, NY 11201, USA",40.7028922,-73.9860614,pending,other,Normal,Brooklyn,11201
coldwell banker,499000,3,2.0,1400.0,"181 Morningstar Rd, Staten Island, NY 10303, USA",40.633314,-74.145909,unknown,townhouse,Normal,Manhattan,10303
hall homes inc,649000,4,2.0,1120.0,"2760 Amboy Rd, Staten Island, NY 10306, USA",40.5694974,-74.1237437,unknown,house,Normal,Manhattan,10306
hometown,335000,1,1.0,756.0,"7901 4th Ave e5, Brooklyn, NY 11209, USA",40.6273371,-74.0262024,unknown,co op,Normal,Brooklyn,11209
compass,1495000,2,2.0,1098.0,"84 Front St #2b, Brooklyn, NY 11201, USA",40.702357,-73.9892037,unknown,condo,Normal,Brooklyn,11201
century homes,980000,4,4.0,3068.0,"262 Zerega Ave, Bronx, NY 10473, USA",40.8129128,-73.8461841,unknown,multi family home,Normal,Manhattan,10473
re/max,688000,3,2.0,1344.0,"2805 W 28th St, Brooklyn, NY 11224, USA",40.5773399,-73.9943294,unknown,house,Normal,Manhattan,11224
keller williams,999888,4,2.0,1900.0,"29-31 159th St, Flushing, NY 11358, USA",40.7701584,-73.8052147,pending,other,Normal,Manhattan,11358
geo real estate  inc,375000,1,1.0,500.0,"240 E 55th St #8e, New York, NY 10022, USA",40.7581216,-73.9670704,unknown,co op,Normal,Manhattan,10022
city advance inc,568000,2,2.0,1253.0,"164 Beach 101st St #15a, Rockaway Park, NY 11694, USA",40.5828044,-73.8210807,unknown,condo,Normal,Queens,11694
salmon,1153000,4,2.3738608579684373,3980.0,"7739 Amboy Rd, Staten Island, NY 10307, USA",40.5078915,-74.2530332,unknown,multi family home,Outlier,Manhattan,10307
keller williams,349000,1,1.0,800.0,"510 Ocean Pkwy, Brooklyn, NY 11218, USA",40.6358249,-73.973308,unknown,co op,Normal,Manhattan,11218
realty trends corp,2999990,5,6.0,3600.0,"226 12th St, Brooklyn, NY 11215, USA",40.6681258,-73.9897865,unknown,multi family home,Normal,Manhattan,11215
mont sky real estate hudson,899000,3,2.0,1400.0,"50-07 63rd St, Flushing, NY 11377, USA",40.7368055,-73.9026152,unknown,townhouse,Normal,Manhattan,11377
jm,449999,4,3.0,1217.0,"46 Elizabeth St, Staten Island, NY 10310, USA",40.6329023,-74.120945,unknown,house,Normal,Manhattan,10310
river services inc,886545,6,4.0,2116.0,"133- 38 Amber St, Howard Beach, NY 11414, USA",40.6719007,-73.8590006,foreclosure,other,Normal,Manhattan,11208
keller williams,495000,3,2.0,1280.0,"75 N Burgher Ave, Staten Island, NY 10310, USA",40.6396483,-74.1151985,unknown,townhouse,Normal,Manhattan,10310
ed bruno,749000,4,3.0,2150.0,"142 Dixon Ave, Staten Island, NY 10303, USA",40.6278109,-74.146957,unknown,house,Normal,Manhattan,10303
exit prime,875000,4,3.0,2129.0,"79-26 268th St, Queens, NY 11004, USA",40.7474641,-73.704456,unknown,house,Normal,Manhattan,11004
compass,849000,2,1.0,720.0,"150 W 51st St #808, New York, NY 10019, USA",40.761427,-73.982584,unknown,condo,Normal,Manhattan,10019
douglas elliman,110000,1,1.0,650.0,"6535 Broadway #3g, Bronx, NY 10471, USA",40.906568,-73.8968047,pending,other,Outlier,Bronx,10471
keller williams,299999,2,1.0,650.0,"12421 Flatlands Ave #8b, Brooklyn, NY 11208, USA",40.657696,-73.8764091,pending,other,Normal,Brooklyn,11208
compass,549000,3,1.0,1200.0,"7002 Ridge Blvd Apt D11, Brooklyn, NY 11209, USA",40.6358323,-74.0291372,unknown,co op,Normal,Brooklyn,11209
exp,445000,3,2.0,1250.0,"2483 W 16th St #3c, Brooklyn, NY 11214, USA",40.5871907,-73.9840965,unknown,co op,Normal,Manhattan,11214
keller williams,459000,2,1.0,1188.0,"382 Sprague Ave, Staten Island, NY 10307, USA",40.5019991,-74.2372284,contingent,other,Normal,Manhattan,10307
homes r us of ny inc,399998,4,2.0,1252.0,"73 Irving Pl, Staten Island, NY 10304, USA",40.6171678,-74.0837135,unknown,house,Normal,Manhattan,10304
sotheby's,9500000,4,4.0,3655.0,"John Street Park, 1 John St, Brooklyn, NY 11201, USA",40.7046228,-73.9878238,unknown,condo,Luxury,Brooklyn,11201
re/max,999000,4,2.0,1957.0,"121 86th St, Brooklyn, NY 11209, USA",40.6248041,-74.0355778,pending,other,Normal,Manhattan,11209
ihome,650000,4,2.0,1482.0,"954 Brooklyn Ave, Brooklyn, NY 11203, USA",40.6503361,-73.9440072,unknown,house,Normal,Manhattan,11203
century 21 papp,880000,3,4.0,2100.0,"20 Gabrielle Ct, Staten Island, NY 10312, USA",40.551314,-74.1670026,unknown,house,Normal,Manhattan,10312
winzone inc,1350000,5,3.0,2082.0,"80-31 188th St, Hollis, NY 11423, USA",40.7284032,-73.7803984,unknown,house,Normal,Manhattan,11432
compass,1100000,2,1.0,807.0,"170 Broadway #6a, Brooklyn, NY 11211, USA",40.709905,-73.962869,unknown,condo,Normal,Brooklyn,11211
pantiga  inc,259000,2,1.0,950.0,"800 Grand Concourse, Bronx, NY 10451, USA",40.8248699,-73.9229829,unknown,co op,Normal,Manhattan,10451
s sharf inc,1699999,6,3.0,2754.0,"370 Marion St, Brooklyn, NY 11233, USA",40.681189,-73.9146606,unknown,multi family home,Normal,Manhattan,11233
trebach inc,3400000,6,6.0,6290.0,"5000 Goodridge Ave, Bronx, NY 10471, USA",40.8969575,-73.9032123,unknown,house,Outlier,Manhattan,10471
serhant,3345000,2,2.0,1875.0,"158 Franklin St FL 3, New York, NY 10013, USA",40.7194435,-74.0081022,unknown,condo,Normal,Manhattan,10013
keller williams,897888,3,2.0,1260.0,"69-29 54th Ave, Flushing, NY 11378, USA",40.7292895,-73.8945367,unknown,house,Normal,Manhattan,11378
anthony t crews real estate,575000,4,2.0,1604.0,"190 Crystal St, Brooklyn, NY 11208, USA",40.6740009,-73.8743074,unknown,house,Normal,Manhattan,11208
keller williams,2100000,4,3.0,3512.0,"150-123 Powells Cove Blvd, Whitestone, NY 11357, USA",40.7974719,-73.8143638,unknown,house,Normal,Manhattan,11357
re/max,1080000,6,3.0,3600.0,"47 Wheeler Ave, Staten Island, NY 10314, USA",40.6110496,-74.1309465,unknown,house,Normal,Manhattan,10314
mark murphy,378888,1,1.0,718.0,"966 Clove Rd H1, Staten Island, NY 10301, USA",40.6204781,-74.1109257,unknown,condo,Normal,Staten Island,10301
nest seekers  midtown,750000,3,2.0,1027.0,"2132 2nd Ave #7b, New York, NY 10029, USA",40.7929253,-73.9404138,unknown,condo,Normal,Manhattan,10029
ozana,698888,3,2.0,1440.0,"160 New Dorp Plaza, Staten Island, NY 10306, USA",40.571472,-74.1193966,unknown,house,Normal,Manhattan,10306
corcoran,850000,1,1.0,626.0,"158 India St APT 3, Brooklyn, NY 11222, USA",40.7322099,-73.9535842,unknown,condo,Normal,Brooklyn,11222
serhant,2999999,4,3.0,2800.0,"465 St Johns Pl, Brooklyn, NY 11238, USA",40.6736636,-73.9623858,unknown,townhouse,Normal,Manhattan,11238
daniel gale of brooklyn,2025000,2,2.0,1500.0,"204 Richards St, Brooklyn, NY 11231, USA",40.6756128,-74.0124872,unknown,townhouse,Normal,Manhattan,11231
compass,2695000,3,2.0,1950.0,"338 Humboldt St, Brooklyn, NY 11211, USA",40.7135237,-73.942354,unknown,townhouse,Normal,Manhattan,11211
gerard r desgranges,395000,1,1.0,550.0,"170 W 85th St #4n, New York, NY 10024, USA",40.7867652,-73.9753353,unknown,co op,Normal,Manhattan,10024
bond new york columbus circle,699000,2,1.0,800.0,"7 W 92nd St #5g, New York, NY 10025, USA",40.7896573,-73.9673229,unknown,co op,Normal,Manhattan,10025
coldwell banker,689000,3,2.0,1484.0,"414 Heberton Ave, Staten Island, NY 10302, USA",40.6313071,-74.1356833,unknown,house,Normal,Manhattan,10302
nest seekers  tribeca,2550000,3,2.0,1525.0,"422 W 49th St #4a, New York, NY 10019, USA",40.7631417,-73.9906014,unknown,condo,Normal,Manhattan,10019
compass,5500000,8,6.0,5925.0,"34 Mt Morris Park W, New York, NY 10027, USA",40.806166,-73.9448308,unknown,townhouse,Outlier,Manhattan,10027
grandeur inc,1680000,1,1.0,3536.0,"314 W 138th St, New York, NY 10030, USA",40.8186279,-73.9460737,unknown,house,Normal,Manhattan,10030
elegran real estate and development,799000,1,1.0,684.0,"155 E 34th St #20a, New York, NY 10016, USA",40.746232,-73.978689,unknown,condo,Normal,Manhattan,10016
jason mitchell real estate new york,680000,3,2.0,2200.0,"54 E Augusta Ave, Staten Island, NY 10308, USA",40.5529274,-74.159159,unknown,house,Normal,Manhattan,10308
compass,1650000,1,2.0,1000.0,"92 Horatio St #1b, New York, NY 10014, USA",40.7385868,-74.0078404,unknown,co op,Normal,Manhattan,10014
douglas elliman,6750000,3,3.0,3000.0,"525 W 22nd St #2f, New York, NY 10011, USA",40.7476234,-74.0057263,unknown,condo,Normal,Manhattan,10011
sowae corp,580000,6,3.0,2940.0,"801 Thomas S Boyland St, Brooklyn, NY 11212, USA",40.6609696,-73.9111929,unknown,house,Normal,Manhattan,11212
daniel gale of brooklyn,700000,4,2.0,2266.0,"5473 Kings Hwy, Brooklyn, NY 11203, USA",40.6430292,-73.9248566,unknown,townhouse,Normal,Manhattan,11203
eva real estate,550000,3,2.0,1410.0,"690 N Railroad Ave, Staten Island, NY 10304, USA",40.5882303,-74.0975793,unknown,house,Normal,Manhattan,10304
robert defalco inc,315000,3,2.0,1344.0,"2806 Richmond Terrace, Staten Island, NY 10303, USA",40.6364,-74.154146,unknown,townhouse,Normal,Manhattan,10303
compass,1695000,2,2.0,1117.0,"175 Jackson St #4d, Brooklyn, NY 11211, USA",40.7169665,-73.94377,unknown,condo,Normal,Brooklyn,11211
brown harris stevens,2000000,5,3.0,3024.0,"246 W 123rd St, New York, NY 10027, USA",40.808174,-73.951091,unknown,townhouse,Normal,Manhattan,10027
exp,249999,2,1.0,750.0,"2018 E 59th St # 159f, Brooklyn, NY 11234, USA",40.6152328,-73.9176941,unknown,co op,Normal,Brooklyn,11234
sowae corp,220000,3,2.3738608579684373,1396.0,"1800 Troy Ave, Brooklyn, NY 11234, USA",40.628358,-73.9339729,unknown,house,Normal,Manhattan,11234
b square,1150000,12,6.0,4125.0,"254 Jefferson St, Brooklyn, NY 11237, USA",40.702987,-73.9273005,unknown,multi family home,Outlier,Manhattan,11237
re/max,799999,5,4.0,2288.0,"57 Middle Loop Rd, Staten Island, NY 10308, USA",40.5546818,-74.1625533,unknown,house,Normal,Manhattan,10308
the agency,2800000,2,2.0,1188.0,"15 W 96th St #14b, New York, NY 10025, USA",40.792204,-73.9655642,unknown,condo,Normal,Manhattan,10025
piastro,311000,1,1.0,780.0,"40 Brighton 1st Rd #6b, Brooklyn, NY 11235, USA",40.5756277,-73.9667833,unknown,co op,Normal,Brooklyn,11235
corcoran,649000,3,2.0,804.0,"326 Melrose St #1a, Brooklyn, NY 11237, USA",40.7031635,-73.9282437,unknown,condo,Normal,Brooklyn,11237
re/max,159000,1,1.0,800.0,"2630 Kingsbridge Terrace #7b, Bronx, NY 10463, USA",40.8697508,-73.905391,unknown,co op,Normal,Bronx,10463
re/max,1148000,3,2.0,1890.0,"334 100th St, Brooklyn, NY 11209, USA",40.6130693,-74.0344829,unknown,house,Normal,Manhattan,11209
desimone real estate,669000,3,2.0,1480.0,"3901 Nostrand Ave., Brooklyn, NY 11235, USA",40.5894827,-73.9395372,unknown,co op,Normal,Manhattan,11235
hometown,305000,1,1.0,750.0,"7259 Shore Rd #3g, Brooklyn, NY 11209, USA",40.6347271,-74.036817,unknown,co op,Normal,Brooklyn,11209
compass,1375000,3,2.0,1960.0,"417 17th St, Brooklyn, NY 11215, USA",40.6600309,-73.9848315,unknown,house,Normal,Manhattan,11215
berkshire hathaway homeservices new york  eastchester,339000,2,2.0,906.0,"86 Edgewater Park, Bronx, NY 10465, USA",40.8224723,-73.81106,unknown,co op,Normal,Manhattan,10465
brown harris stevens,849500,2,2.0,975.0,"161-169 E 110th St # 7e, New York, NY 10029, USA",40.7946402,-73.9434163,unknown,condo,Normal,Manhattan,10029
robert defalco inc,379000,4,1.0,1200.0,"20 Bay Street Landing #3j, Staten Island, NY 10301, USA",40.6384907,-74.0740254,contingent,other,Normal,Staten Island,10301
chase global corp,699000,2,2.0,967.0,"31-38 137th St #8c, Flushing, NY 11354, USA",40.7684458,-73.8313888,unknown,condo,Normal,Queens,11354
keller williams,1250000,9,3.0,3234.0,"1847 Barnes Ave, Bronx, NY 10462, USA",40.8473243,-73.8633392,unknown,multi family home,Normal,Manhattan,10462
serhant,999000,2,2.0,1262.0,"775 Riverside Dr #5h, New York, NY 10032, USA",40.834716,-73.9481517,unknown,condo,Normal,Manhattan,10032
island advantage,669900,3,2.0,1376.0,"181-10 93rd Ave, Jamaica, NY 11423, USA",40.7077562,-73.7787888,unknown,house,Normal,Manhattan,11423
exit prime,779000,5,3.0,2000.0,"193-06 122nd Ave, Jamaica, NY 11413, USA",40.6857875,-73.7538304,pending,other,Normal,Manhattan,11413
re/max,299000,1,1.0,750.0,"7119 Shore Rd #2c, Brooklyn, NY 11209, USA",40.636031,-74.0365302,unknown,co op,Normal,Brooklyn,11209
mitra hakimi,988000,5,2.0,3244.0,"211 E 53rd St, Brooklyn, NY 11203, USA",40.6548876,-73.9275423,unknown,house,Normal,Manhattan,11203
exp,279000,2,1.0,810.0,"196-44 69th Ave #1, Fresh Meadows, NY 11365, USA",40.7365683,-73.7763893,unknown,co op,Normal,Queens,11365
redfin real estate,988000,3,3.0,1311.0,"31-20 Buell St, Flushing, NY 11369, USA",40.7615431,-73.8621447,unknown,house,Normal,Manhattan,11369
compass,735000,1,1.0,800.0,"205 W 95th St #3b, New York, NY 10025, USA",40.7938201,-73.9713411,unknown,co op,Normal,Manhattan,10025
douglas elliman,968000,4,2.0,2550.0,"1705 Hone Ave, Bronx, NY 10461, USA",40.8475868,-73.853875,unknown,house,Normal,Manhattan,10461
signature premier,320000,2,2.0,1200.0,"3121 Middletown Rd #2k, Bronx, NY 10461, USA",40.8455961,-73.8264218,unknown,co op,Normal,Bronx,10461
exp,228888,1,1.0,900.0,"85-15 Main St #7a, Jamaica, NY 11435, USA",40.7097347,-73.8188287,unknown,co op,Normal,Queens,11435
century 21 kafcos,1430000,6,4.0,2840.0,"242 Balcom Ave, Bronx, NY 10465, USA",40.8152387,-73.8219875,unknown,multi family home,Normal,Manhattan,10465
tracey real estate,699000,2,1.0,1100.0,"125 Ocean Ave #1j, Brooklyn, NY 11225, USA",40.6599761,-73.9622977,unknown,co op,Normal,Brooklyn,11225
pride estates,699000,3,2.0,1296.0,"2526 Ralph Ave, Brooklyn, NY 11234, USA",40.616513,-73.9172382,unknown,house,Normal,Manhattan,11234
compass,2000000,3,2.0,1800.0,"106 E 85th St #5c, New York, NY 10028, USA",40.779073,-73.957175,unknown,co op,Normal,Manhattan,10028
winzone inc,538888,3,2.0,1500.0,"23-55 Bell Blvd #6f, Bayside, NY 11360, USA",40.7807824,-73.7743544,unknown,co op,Normal,Queens,11360
compass,2450000,5,2.3738608579684373,2982.0,"274 Bainbridge St., Brooklyn, NY 11233, USA",40.6813525,-73.9261641,unknown,townhouse,Normal,Manhattan,11233
robert defalco inc,574999,3,2.0,1040.0,"190 Vanderbilt Ave, Staten Island, NY 10304, USA",40.6194786,-74.077813,unknown,house,Normal,Manhattan,10304
redfin real estate,1499888,4,3.0,2688.0,"209-35 30th Ave, Flushing, NY 11360, USA",40.7735601,-73.7795242,unknown,house,Normal,Manhattan,11360
keller williams,270000,3,1.0,275.0,"300 8th Ave #1n, Brooklyn, NY 11215, USA",40.6692346,-73.9765732,unknown,co op,Normal,Brooklyn,11215
the sidmar,675000,4,3.0,1832.0,"2760 Hone Ave, Bronx, NY 10469, USA",40.8672248,-73.8574241,unknown,house,Normal,Manhattan,10469
howard hanna rand,149000,1,1.0,750.0,"4380 Vireo Ave #6r, Bronx, NY 10470, USA",40.9010021,-73.8627053,unknown,co op,Normal,Bronx,10470
de luca  inc,299999,2,1.0,863.0,"120 Edgewater Park #120, Bronx, NY 10465, USA",40.822441,-73.8110424,unknown,co op,Normal,Bronx,10465
highlite homes,536000,2,2.0,1200.0,"3671 Hudson Manor Terrace #14j, Bronx, NY 10463, USA",40.8881345,-73.9162336,unknown,co op,Normal,Bronx,10463
douglas elliman,19499999,4,4.0,10000.0,"182 Franklin St, New York, NY 10013, USA",40.7195687,-74.0094317,unknown,house,Luxury,Manhattan,10013
garfield leslie j co inc,6995000,4,4.0,3400.0,"36 Schermerhorn St, Brooklyn, NY 11201, USA",40.6910365,-73.9924723,unknown,townhouse,Luxury,Manhattan,11201
bergen basin,799000,3,2.0,2050.0,"2034 E 36th St, Brooklyn, NY 11234, USA",40.6090065,-73.9307581,unknown,house,Normal,Manhattan,11234
compass,4000000,4,4.0,3704.0,"247 Water St, PECK SLIP, NY 10038, USA",40.70799,-74.0021707,unknown,condo,Outlier,Manhattan,10038
re/max,165000,1,1.0,625.0,"1922 McGraw Ave #6e, Bronx, NY 10462, USA",40.8344985,-73.8605246,unknown,co op,Normal,Bronx,10462
tdmt the development marketing team,1475000,2,2.0,1048.0,"429 Kent Ave #902, Brooklyn, NY 11249, USA",40.7095127,-73.9677693,unknown,condo,Normal,Brooklyn,11249
tdmt the development marketing team,595000,3,1.0,721.0,"595 Main St #410, New York, NY 10044, USA",40.7630313,-73.9492357,unknown,condo,Normal,Manhattan,10044
compass,3500000,10,8.0,6201.0,"313 W 92nd St, New York, NY 10025, USA",40.793104,-73.975651,unknown,townhouse,Outlier,Manhattan,10025
trademarko inc,1090000,12,6.0,4875.0,"17-25 Menahan St, Flushing, NY 11385, USA",40.7042392,-73.9113817,unknown,multi family home,Outlier,Manhattan,11385
sotheby's,2499000,6,2.3738608579684373,4500.0,"1694 54th St, Brooklyn, NY 11204, USA",40.6266809,-73.9862742,pending,other,Outlier,Manhattan,11204
coldwell banker,699999,5,2.0,2218.0,"2318 Holland Ave, Bronx, NY 10467, USA",40.8602009,-73.8653147,unknown,house,Normal,Manhattan,10467
winzone inc,899000,4,2.0,1672.0,"140-95 Burden Crescent, Jamaica, NY 11435, USA",40.7114945,-73.8152211,unknown,house,Normal,Manhattan,11435
momentum real estate,549000,3,2.0,1152.0,"15 Astor Ave, Staten Island, NY 10314, USA",40.6144686,-74.1592392,unknown,house,Normal,Manhattan,10314
keller williams,3700000,6,4.0,2400.0,"14 Fillmore Pl, Brooklyn, NY 11211, USA",40.7140718,-73.958911,unknown,townhouse,Normal,Manhattan,11211
tom crimmins ltd,768000,5,2.0,1870.0,"18 Albion Pl, Staten Island, NY 10302, USA",40.6329148,-74.1328734,unknown,house,Normal,Manhattan,10302
real broker ny,949000,4,2.0,2476.0,"61 Park Dr N, Staten Island, NY 10314, USA",40.6006101,-74.1671861,unknown,house,Normal,Manhattan,10314
keller williams,849000,8,3.0,4428.0,"660 Magenta St, Bronx, NY 10467, USA",40.8751331,-73.8687602,unknown,multi family home,Outlier,Manhattan,10467
corcoran,750000,1,1.0,630.0,"504 W 110th St #9c, New York, NY 10025, USA",40.8032133,-73.9648078,unknown,multi family home,Normal,Manhattan,10025
carozza nicholas m,638000,3,2.0,1728.0,"154 Revere Ave #5589, Bronx, NY 10465, USA",40.814845,-73.8159564,unknown,house,Normal,Bronx,10465
charles h greenthal property,239000,1,1.0,801.0,"26910 Grand Central Pkwy #7p, Queens, NY 11005, USA",40.7577991,-73.7159564,unknown,co op,Normal,Queens,11005
compass,6999500,5,2.3738608579684373,4065.0,"446 W 22nd St, New York, NY 10011, USA",40.7463287,-74.0034571,unknown,townhouse,Luxury,Manhattan,10011
century 21 first,1075000,7,3.0,2000.0,"257 49th St, Brooklyn, NY 11220, USA",40.6489509,-74.014767,unknown,multi family home,Normal,Manhattan,11220
douglas elliman,6995000,5,4.0,5000.0,"239 E 48th St, New York, NY 10017, USA",40.7541017,-73.9701626,unknown,house,Luxury,Manhattan,10017
douglas elliman,349000,2,1.0,800.0,"773 Eastern Pkwy, Brooklyn, NY 11213, USA",40.6699639,-73.9428018,unknown,co op,Normal,Manhattan,11213
parkchester bronx inc,215000,2,1.0,789.0,"1604 Metropolitan Ave, Bronx, NY 10462, USA",40.8396335,-73.8563772,unknown,condo,Normal,Manhattan,10462
bergen basin,1099000,3,2.0,2700.0,"2164 E 72nd St, Brooklyn, NY 11234, USA",40.6190264,-73.9056582,unknown,house,Normal,Manhattan,11234
