BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
welhome inc,255000,1,1.0,2184.207862,"68-5 138th St #1c, Flushing, NY 11367, USA",40.7315119,-73.8286528,unknown,co op,11367,Queens,116.74713036080078,False
e  corp,450888,1,1.0,2184.207862,"6360 102nd St APT B14, Flushing, NY 11374, USA",40.7319691,-73.8541569,unknown,condo,11374,Queens,206.43090240831665,False
ilite inc,298000,1,1.0,790.0,"2620 Ocean Pkwy #6l, Brooklyn, NY 11235, USA",40.5860215,-73.9668364,unknown,co op,11235,Brooklyn,377.2151898734177,False
realty connect usa,230000,1,1.0,2184.207862,"1360 Ocean Ave #2l, Brooklyn, NY 11230, USA",40.6291705,-73.9575654,unknown,co op,11230,Manhattan,105.30133326660463,False
laffey real estate,229999,1,1.0,2184.207862,"5444 Little Neck Pkwy Apt 1n, Little Neck, NY 11362, USA",40.7670999,-73.7274399,unknown,co op,11362,Queens,105.30087543472087,False
corcoran,385000,1,1.0,2184.207862,"870 W 181st St Apt 4, New York, NY 10033, USA",40.8512338,-73.9412096,unknown,co op,10033,Manhattan,176.2652752506208,False
compass,420000,1,1.0,2184.207862,"311 E 25th St #6b, New York, NY 10010, USA",40.7389643,-73.9791144,unknown,co op,10010,Manhattan,192.28939118249542,False
loho inc,499000,1,1.0,2184.207862,"575 Grand St, New York, NY 10002, USA",40.7135079,-73.9794056,unknown,co op,10002,Manhattan,228.45811000015527,False
brown harris stevens,165000,1,1.0,750.0,"5614 Netherland Ave #4b, Bronx, NY 10471, USA",40.9047804,-73.9057444,unknown,co op,10471,Bronx,220.0,False
corcoran,245000,1,1.0,863.0,"3245 Perry Ave #6c, Bronx, NY 10467, USA",40.8758111,-73.8765929,unknown,co op,10467,Bronx,283.8933951332561,False
re/max,565000,1,1.0,804.0,"1721 W 6th St #4b, Brooklyn, NY 11223, USA",40.6053887,-73.9787595,unknown,condo,11223,Brooklyn,702.7363184079602,False
christie s int real estate,1200000,1,1.0,1120.0,"274 Water St #1f, New York, NY 10038, USA",40.7088594,-74.001287,unknown,co op,10038,Manhattan,1071.4285714285713,False
ll real estate services,399000,1,1.0,675.0,"4489 Broadway #5b, New York, NY 10040, USA",40.8581217,-73.9322431,unknown,co op,10040,Manhattan,591.1111111111111,False
douglas elliman,1295000,1,1.0,2184.207862,"55 Central Park W #12b, New York, NY 10023, USA",40.7722757,-73.979081,pending,other,10023,Manhattan,592.8922894793609,False
corcoran,699000,1,1.0,700.0,"12 W 72nd St #7h, New York, NY 10023, USA",40.776434,-73.9771489,unknown,co op,10023,Manhattan,998.5714285714286,False
compass,420000,1,1.0,2184.207862,"18 E 63rd St Apt 9, New York, NY 10065, USA",40.7661564,-73.9700846,pending,other,10065,Manhattan,192.28939118249542,False
compass,525000,1,1.0,2184.207862,"1160 3rd Ave #3d, New York, NY 10065, USA",40.7670221,-73.9628426,unknown,co op,10065,Manhattan,240.36173897811926,False
corcoran,1650000,1,1.0,2184.207862,"170 E 78th St #3c, New York, NY 10075, USA",40.7737439,-73.9586221,unknown,co op,10075,Manhattan,755.4226082169463,False
century homes,418000,1,1.0,684.0,"120-17 Cove Ct #91, College Point, NY 11356, USA",40.7946644,-73.8473931,unknown,condo,11356,Queens,611.1111111111111,False
corcoran,400000,1,1.0,2184.207862,"21-55 34th Ave #15b, Astoria, NY 11106, USA",40.762146,-73.9318948,unknown,co op,11106,Queens,183.1327535071385,False
douglas elliman,205900,1,1.0,750.0,"125 Queens Blvd # 10, Bronx, NY 10452, USA",40.7119297,-73.826361,unknown,co op,11415,Queens,274.53333333333336,False
behfar team,265000,1,1.0,765.0,"1250 Ocean Pkwy #2c, Brooklyn, NY 11230, USA",40.6180698,-73.9699744,unknown,co op,11230,Brooklyn,346.4052287581699,False
douglas elliman,169999,1,1.0,2184.207862,"153-25 88th St #2f, Howard Beach, NY 11414, USA",40.6661012,-73.8471882,unknown,co op,11414,Queens,77.8309624086501,False
sotheby's,795000,1,1.0,2184.207862,"363 E 76th St #14b, New York, NY 10021, USA",40.7707242,-73.9542132,unknown,co op,10021,Manhattan,363.97634759543774,False
corcoran,595000,1,1.0,2184.207862,"160 Cabrini Blvd Apt 73, New York, NY 10033, USA",40.8540347,-73.9393276,unknown,co op,10033,Manhattan,272.4099708418685,False
compass,599000,1,1.0,626.0,"333 E 109th St #2a, New York, NY 10029, USA",40.7920582,-73.9393346,unknown,condo,10029,Manhattan,956.8690095846646,False
oxford property,420000,1,1.0,668.0,"120 Ocean View Ave #2c, Brooklyn, NY 11235, USA",40.5783101,-73.9670934,unknown,condo,11235,Brooklyn,628.7425149700599,False
brown harris stevens,595000,1,1.0,700.0,"425 E 51st St #2b, New York, NY 10022, USA",40.754338,-73.964711,unknown,co op,10022,Manhattan,850.0,False
corcoran,585000,1,1.0,2184.207862,"900 W 190th St #14d, New York, NY 10040, USA",40.8570262,-73.9361002,unknown,co op,10040,Manhattan,267.83165200419006,False
brown harris stevens,779000,1,1.0,638.0,"250 E 30th St #6b, New York, NY 10016, USA",40.7422824,-73.9781111,unknown,condo,10016,Manhattan,1221.0031347962383,False
compass,360000,1,1.0,2184.207862,"425 E 78th St #1c, New York, NY 10075, USA",40.7711911,-73.9516646,pending,other,10075,Manhattan,164.81947815642465,False
compass,795000,1,1.0,860.0,"350 E 62nd St #3b, New York, NY 10065, USA",40.7614804,-73.9610613,unknown,condo,10065,Manhattan,924.4186046511628,False
re/max,275000,1,1.0,880.0,"275 Webster Ave #5a, Brooklyn, NY 11230, USA",40.6329634,-73.9709274,unknown,co op,11230,Brooklyn,312.5,False
e z sell,279000,1,1.0,2184.207862,"9905 63rd Dr Apt 14f, Rego Park, NY 11374, USA",40.7312899,-73.85773,unknown,co op,11374,Queens,127.7350955712291,False
nexthome platinum,330000,1,1.0,656.0,"17-85 215th St #6k, Flushing, NY 11360, USA",40.7843012,-73.7761962,unknown,co op,11360,Queens,503.0487804878049,False
tudor services corp tudor services corp,169500,1,1.0,2184.207862,"2080 Barnes Ave #2090, Bronx, NY 10462, USA",40.8531021,-73.8636237,unknown,co op,10462,Bronx,77.60250429864993,False
e  corp,649000,1,1.0,2184.207862,"362 W 127th St #6b, New York, NY 10027, USA",40.8121684,-73.9523535,unknown,condo,10027,Manhattan,297.1328925653322,False
charles rutenberg inc,189999,1,1.0,2184.207862,"83-55 Lefferts Blvd #5c, Jamaica, NY 11415, USA",40.704719,-73.832559,unknown,co op,11415,Queens,86.98760008400701,False
nobroker,760000,1,1.0,700.0,"414 W 54th St #4e, New York, NY 10019, USA",40.766298,-73.9881994,unknown,condo,10019,Manhattan,1085.7142857142858,False
re/max,475000,1,1.0,739.0,"3016 Brighton 5th St #1c, Brooklyn, NY 11235, USA",40.5789422,-73.9632143,unknown,condo,11235,Brooklyn,642.7604871447902,False
corcoran,210000,1,1.0,850.0,"135 Ocean Pkwy #1a, Brooklyn, NY 11218, USA",40.6466766,-73.9740956,pending,other,11218,Brooklyn,247.05882352941177,False
compass,995000,1,1.0,2184.207862,"250 W 22nd St #4b, New York, NY 10011, USA",40.7440497,-73.9980389,unknown,co op,10011,Manhattan,455.542724349007,False
joe hasselt real estate,154900,1,1.0,700.0,"3 Fordham Hill Oval #4a, Bronx, NY 10468, USA",40.8646563,-73.9082145,unknown,co op,10468,Bronx,221.28571428571428,False
re/max,399000,1,1.0,577.0,"231 68th St APT 303, Brooklyn, NY 11220, USA",40.6373585,-74.0272224,unknown,condo,11220,Brooklyn,691.5077989601386,False
tom crimmins ltd,245000,1,1.0,800.0,"1100 Clove Rd #7b, Staten Island, NY 10301, USA",40.6189484,-74.1071576,unknown,condo,10301,Staten Island,306.25,False
compass,1099000,1,1.0,715.0,"2 Northside Piers #6f, Brooklyn, NY 11249, USA",40.719753,-73.9642643,pending,other,11249,Brooklyn,1537.062937062937,False
brown harris stevens,995000,1,1.0,2184.207862,"305 2nd Ave, New York, NY 10003, USA",40.7344156,-73.9836325,unknown,condo,10003,Manhattan,455.542724349007,False
jeskell,133000,1,1.0,630.0,"3231 Barker Ave # D, Bronx, NY 10467, USA",40.8720291,-73.8695302,unknown,co op,10467,Bronx,211.11111111111111,False
re/max,398800,1,1.0,2184.207862,"3540 82nd St #4d, Queens, NY 113725105, USA",40.7505816,-73.8847602,unknown,co op,11372,Queens,182.58335524661706,False
robert e hill inc,225000,1,1.0,900.0,"601 Pelham Pkwy N Apt 408, Bronx, NY 10467, USA",40.8574263,-73.8708848,unknown,co op,10467,Bronx,250.0,False
winzone inc,345000,1,1.0,900.0,"143-43 41st Ave #4b, Flushing, NY 11355, USA",40.7606023,-73.8222658,unknown,co op,11355,Queens,383.3333333333333,False
douglas elliman,495000,1,1.0,2184.207862,"27 E 65th St #2e, New York, NY 10065, USA",40.767256,-73.9682231,unknown,co op,10065,Manhattan,226.6267824650839,False
corcoran,649000,1,1.0,687.0,"400 E 56th St #25c, New York, NY 10022, USA",40.7571111,-73.9630783,unknown,co op,10022,Manhattan,944.6870451237263,False
keller williams,735000,1,1.0,2184.207862,"4237 27th St #5b, Long Island City, NY 11101, USA",40.7491662,-73.9406038,unknown,condo,11101,Queens,336.506434569367,False
compass,350000,1,1.0,2184.207862,"340 Haven Ave Apt 6f, New York, NY 10033, USA",40.8510315,-73.9416561,unknown,co op,10033,Manhattan,160.24115931874618,False
the bouklis  the bouklis,1649000,1,1.0,800.0,"635 W 42nd St #30a, New York, NY 10036, USA",40.7617008,-73.9996228,unknown,condo,10036,Manhattan,2061.25,False
keller williams,750000,1,1.0,2184.207862,"120 E 36th St, New York, NY 10016, USA",40.7477728,-73.9794793,unknown,co op,10016,Manhattan,343.37391282588464,False
compass,698000,1,1.0,2184.207862,"70 W 139th St #8i, New York, NY 10037, USA",40.8162042,-73.9383242,unknown,condo,10037,Manhattan,319.56665486995666,False
douglas elliman,425000,1,1.0,2184.207862,"333 E 66th St #9b, New York, NY 10065, USA",40.7643711,-73.9593578,unknown,co op,10065,Manhattan,194.57855060133465,False
all american management,599888,1,1.0,826.0,"43-33 48th St, Long Island City, NY 11104, USA",40.7436341,-73.916415,unknown,condo,11104,Manhattan,726.2566585956416,False
coldwell banker,249000,1,1.0,750.0,"99-60 63rd Rd #9b, Rego Park, NY 11374, USA",40.7326518,-73.8546547,unknown,co op,11374,Queens,332.0,False
spire  inc main office,465000,1,1.0,2184.207862,"444 E 52nd St #6e, New York, NY 10022, USA",40.754143,-73.963502,unknown,co op,10022,Manhattan,212.8918259520485,False
e  corp,409000,1,1.0,559.0,"13218 Avery Ave #3d, Flushing, NY 11355, USA",40.7523131,-73.8324302,unknown,condo,11355,Queens,731.6636851520573,False
nest seekers  midtown,975000,1,1.0,2184.207862,"677 West End Ave #13c, New York, NY 10025, USA",40.7933309,-73.9749909,unknown,co op,10025,Manhattan,446.3860866736501,False
big team,175000,1,1.0,627.0,"164-20 Highland Ave #9d, Jamaica, NY 11432, USA",40.7101573,-73.7988498,unknown,co op,11432,Queens,279.10685805422645,False
exp,299999,1,1.0,850.0,"6909 108th St Apt 312, Forest Hills, NY 11375, USA",40.7249599,-73.84549,unknown,co op,11375,Queens,352.94,False
sotheby's,670000,1,1.0,2184.207862,"400 E 59th St #16b, New York, NY 10022, USA",40.7593483,-73.9617192,unknown,co op,10022,Manhattan,306.74736212445697,False
corcoran,530000,1,1.0,2184.207862,"16 Park Ave #8c, New York, NY 10007, USA",40.7478025,-73.9811899,unknown,co op,10016,Manhattan,242.6508983969585,False
douglas elliman,595000,1,1.0,2184.207862,"210 6th Ave #1g, New York, NY 10014, USA",40.7271763,-74.0030659,pending,other,10014,Manhattan,272.4099708418685,False
hometown,245000,1,1.0,550.0,"7200 Ridge Blvd #409, Brooklyn, NY 11209, USA",40.6339001,-74.0299973,unknown,co op,11209,Brooklyn,445.45454545454544,False
re/max,199000,1,1.0,550.0,"2607 Avenue O #4a, Brooklyn, NY 11210, USA",40.614409,-73.9479665,unknown,co op,11210,Brooklyn,361.8181818181818,False
exp,389000,1,1.0,2184.207862,"152 E 83rd St #5d, New York, NY 10028, USA",40.777093,-73.956552,contingent,other,10028,Manhattan,178.09660278569217,False
compass,610000,1,1.0,673.0,"21 South End Ave APT 435, New York, NY 10280, USA",40.7082816,-74.0180413,unknown,condo,10280,Manhattan,906.3893016344725,False
compass,725000,1,1.0,696.0,"190 Lefferts Pl APT 5, Brooklyn, NY 11238, USA",40.6802147,-73.9567445,unknown,condo,11238,Brooklyn,1041.6666666666667,False
compass,349500,1,1.0,900.0,"11139 76th Rd Apt F7, Forest Hills, NY 11375, USA",40.7157399,-73.83672,unknown,co op,11375,Queens,388.3333333333333,False
winzone inc,280000,1,1.0,2184.207862,"42-42 Colden St #622, Flushing, NY 11355, USA",40.7533266,-73.8265256,unknown,co op,11355,Queens,128.19292745499695,False
douglas elliman,259000,1,1.0,2184.207862,"89-20 55th Ave Apt 1U, Elmhurst, NY 11373, USA",40.7365072,-73.8733466,unknown,co op,11373,Queens,118.57845789587218,False
brown harris stevens,385000,1,1.0,2184.207862,"8701 Shore Rd Apt 432, Brooklyn, NY 11209, USA",40.6249201,-74.0404698,unknown,co op,11209,Brooklyn,176.2652752506208,False
e  corp,350000,1,1.0,2184.207862,"61-15 97th St #12d, Rego Park, NY 11374, USA",40.7337965,-73.8620837,unknown,co op,11374,Queens,160.24115931874618,False
winzone inc,498000,1,1.0,785.0,"64-48 Booth St #1e, Rego Park, NY 11374, USA",40.7275115,-73.86069,unknown,condo,11374,Queens,634.3949044585987,False
re/max,280000,1,1.0,850.0,"2940 Ocean Ave Apt A7, Brooklyn, NY 11235, USA",40.5895139,-73.9497416,unknown,co op,11235,Brooklyn,329.4117647058824,False
michael a kaufman licensed real estate broker,1250000,1,1.0,855.0,"389 E 89th St #15a, New York, NY 10128, USA",40.7791164,-73.9482901,unknown,condo,10128,Manhattan,1461.9883040935672,False
keller williams,229000,1,1.0,2184.207862,"21-16 35th St #1b, Astoria, NY 11105, USA",40.7763731,-73.9073075,unknown,co op,11105,Queens,104.84350138283679,False
compass,695000,1,1.0,2184.207862,"205 W 54th St #5b, New York, NY 10019, USA",40.7640805,-73.9818551,unknown,co op,10019,Manhattan,318.19315921865314,False
gibbs yvonne,179000,1,1.0,600.0,"2913 Foster Ave #2f, Brooklyn, NY 11210, USA",40.6387293,-73.9490472,unknown,co op,11210,Brooklyn,298.3333333333333,False
dreamlife new york,323000,1,1.0,800.0,"2400 E 3rd St Apt 228, Brooklyn, NY 11223, USA",40.5911414,-73.9676771,unknown,co op,11223,Brooklyn,403.75,False
douglas elliman,880000,1,1.0,713.0,"44-15 Purves St, Long Island City, NY 11101, USA",40.747145,-73.9408974,unknown,condo,11101,Manhattan,1234.2215988779803,False
keller williams,999000,1,1.0,2184.207862,"40 Prospect Park W #3g, Brooklyn, NY 11215, USA",40.6698886,-73.9726587,unknown,co op,11215,Brooklyn,457.37405188407837,False
chase global corp,699000,1,1.0,2184.207862,"Parking lot, 40-22 61st St #2, Flushing, NY 11377, USA",40.7441863,-73.9037635,unknown,condo,11377,Queens,320.0244867537245,False
b square,599000,1,1.0,958.0,"37-32 89th St #1a, Queens, NY 11372, USA",40.7494499,-73.8778676,unknown,condo,11372,Queens,625.2609603340293,False
o kane,299000,1,1.0,700.0,"33-15 81st St #4d, Flushing, NY 11372, USA",40.7547282,-73.8859706,unknown,co op,11372,Queens,427.14285714285717,False
winzone inc,499000,1,1.0,571.0,"52-16 Roosevelt Ave #3a, Flushing, NY 11377, USA",40.7440779,-73.9118986,unknown,condo,11377,Queens,873.9054290718038,False
keller williams,275000,1,1.0,694.0,"8515 Main St Apt 12e, Jamaica, NY 11435, USA",40.7102499,-73.81917,unknown,co op,11435,Queens,396.2536023054755,False
lions guard brokerage,399000,1,1.0,2184.207862,"110-50 71st Rd #3a, Flushing, NY 11375, USA",40.721991,-73.8393784,unknown,co op,11375,Queens,182.67492162337064,False
compass,460000,1,1.0,518.0,"2654 E 18th St #2d, Brooklyn, NY 11235, USA",40.5869759,-73.9514442,unknown,condo,11235,Brooklyn,888.030888030888,False
habitat of new york inc,290000,1,1.0,2184.207862,"15029 70th Rd # 30b, Flushing, NY 11367, USA",40.7298599,-73.81851,unknown,co op,11378,Queens,132.77124629267541,False
compass,125000,1,1.0,728.0,"2191 Bolton St #5d, Bronx, NY 10462, USA",40.8560699,-73.8688751,unknown,co op,10462,Bronx,171.7032967032967,False
living ny main office,625000,1,1.0,692.0,"300 W 135th St #4l, New York, NY 10030, USA",40.8166535,-73.9473569,unknown,condo,10030,Manhattan,903.179190751445,False
compass,635000,1,1.0,2184.207862,"305 W 86th St #3c, New York, NY 10024, USA",40.78932,-73.9782509,unknown,co op,10024,Manhattan,290.72324619258234,False
keller williams,545000,1,1.0,1050.0,"9411 Shore Rd #4k, Brooklyn, NY 11209, USA",40.617623,-74.038637,unknown,co op,11209,Brooklyn,519.047619047619,False
diamond real inc,599000,1,1.0,935.0,"727 Ocean View Ave APT D3, Brooklyn, NY 11235, USA",40.5801457,-73.9605103,unknown,condo,11235,Brooklyn,640.6417112299465,False
gotham  r e,200000,1,1.0,700.0,"1200 E 53rd St #7b, Brooklyn, NY 11234, USA",40.6297036,-73.9255951,unknown,co op,11234,Brooklyn,285.7142857142857,False
corcoran,614000,1,1.0,2184.207862,"609 Columbus Ave #14k, New York, NY 10024, USA",40.7887084,-73.9700091,unknown,co op,10024,Manhattan,281.1087766334576,False
bond new york columbus circle,559000,1,1.0,579.0,"1229 Putnam Ave #2d, Brooklyn, NY 11221, USA",40.6915011,-73.9156479,unknown,condo,11221,Brooklyn,965.4576856649395,False
bright horizons inc,269000,1,1.0,700.0,"1625 Emmons Ave #1a, Brooklyn, NY 11235, USA",40.5836263,-73.9518978,unknown,co op,11235,Brooklyn,384.2857142857143,False
keller williams,220000,1,1.0,792.0,"8510 151st Ave Apt 2b, Howard Beach, NY 11414, USA",40.6680599,-73.8497,unknown,co op,11414,Queens,277.77777777777777,False
corcoran,729000,1,1.0,550.0,"200 E 58th St #14c, New York, NY 10022, USA",40.7606485,-73.9668928,unknown,condo,10022,Manhattan,1325.4545454545455,False
affordable corp,189000,1,1.0,2184.207862,"89-15 Parsons Blvd #1b, Jamaica, NY 11432, USA",40.7055595,-73.8012395,unknown,co op,11432,Queens,86.53022603212294,False
corcoran,399000,1,1.0,775.0,"7101 Shore Rd #3d, Brooklyn, NY 11209, USA",40.6363145,-74.0363466,pending,other,11209,Brooklyn,514.8387096774194,False
atlantic  inc,314000,1,1.0,875.0,"80 Avenue P Apartment B1, Brooklyn, NY 11204, USA",40.60714,-73.985744,pending,other,11204,Brooklyn,358.85714285714283,False
coldwell banker,165000,1,1.0,2184.207862,"1141 McBride St #4d, Far Rockaway, NY 11691, USA",40.6053247,-73.7581283,unknown,co op,11691,Queens,75.54226082169463,False
weichert,325000,1,1.0,775.0,"145 72nd St Apt D14, Brooklyn, NY 11209, USA",40.6347771,-74.0316533,unknown,co op,11209,Brooklyn,419.35483870967744,False
corcoran,1850000,1,1.0,703.0,"25 5th Ave #5g, New York, NY 10003, USA",40.7328142,-73.995445,unknown,condo,10003,Manhattan,2631.5789473684213,False
city connections,1080000,1,1.0,2184.207862,"310 E 46th St #23a, New York, NY 10017, USA",40.751918,-73.9698335,unknown,condo,10017,Manhattan,494.4584344692739,False
keller williams,309000,1,1.0,2184.207862,"67-50 Thornton Pl, Flushing, NY 11375, USA",40.7202709,-73.857096,unknown,co op,11375,Manhattan,141.4700520842645,False
century 21 amiable  ii inc,179000,1,1.0,2184.207862,"151-25 88th St #3g, Howard Beach, NY 11414, USA",40.667401,-73.8470063,unknown,co op,11414,Queens,81.95190719444447,False
hauseit hauseit,750000,1,1.0,750.0,"170 W 81st St #5b, New York, NY 10024, USA",40.7840294,-73.9767127,unknown,co op,10024,Manhattan,1000.0,False
tru  corp,658000,1,1.0,2184.207862,"44-15 College Point Blvd #3a, Flushing, NY 11355, USA",40.7533335,-73.8324518,unknown,condo,11355,Queens,301.2533795192428,False
douglas elliman,285000,1,1.0,2184.207862,"5800 Arlington Ave Apt 20n, Bronx, NY 10471, USA",40.9073699,-73.9065578,unknown,co op,10471,Bronx,130.48208687383618,False
winzone inc,289000,1,1.0,2184.207862,"21-37 33rd St #1e, Astoria, NY 11105, USA",40.776279,-73.9082925,unknown,co op,11105,Queens,132.31341440890756,False
keller williams,375000,1,1.0,387.0,"662 4th Ave #1r, Brooklyn, NY 11232, USA",40.6637079,-73.9949633,unknown,condo,11232,Brooklyn,968.9922480620155,False
sotheby's,625000,1,1.0,2184.207862,"64 E 94th St #1g, New York, NY 10128, USA",40.7854218,-73.9544887,unknown,co op,10128,Manhattan,286.14492735490387,False
